data1: [1 5 5 2 4 8 3 9 4 6 2 2 4 4 6 5 5 5 4 8]  mean = 4.6
data2: [6 5 5 6 2 2 5 6 5 1 8 5 7 8 9 5 7 1 7 9]  mean = 5.45
data3: [1 6 1 8 3 1 2 4 9 4 9 9 9 4 5 8 7 3 8 2]  mean = 5.15
data4: [7 8 7 6 4 4 7 6 5 3 7 3 9 4 8 2 2 7 8 5]  mean = 5.6
data5: [8 2 9 7 6 2 2 5 5 4 4 3 7 6 1 5 6 8 1 4]  mean = 4.75
data6: [5 1 7 9 8 5 7 7 5 8 3 8 6 7 6 3 1 7 6 2]  mean = 5.55
data7: [3 9 2 3 6 5 7 8 2 2 1 3 7 4 9 2 3 8 5 1]  mean = 4.5
data8: [5 9 9 1 3 1 5 6 4 9 3 1 6 4 7 3 2 2 6 2]  mean = 4.4
data9: [1 5 5 7 9 4 3 4 1 1 3 4 9 7 8 8 3 8 4 6]  mean = 5.0
data10: [5 3 7 9 8 6 2 2 9 2 3 9 6 4 5 5 5 8 7 6]  mean = 5.55
data11: [5 8 8 1 8 5 9 6 2 5 5 4 6 1 2 3 5 8 5 1]  mean = 4.85
data12: [5 4 6 6 1 8 1 9 9 2 4 2 9 8 2 9 2 5 8 8]  mean = 5.4
data13: [8 2 9 7 2 2 5 7 3 4 5 8 5 5 3 7 5 3 1 5]  mean = 4.8
data14: [2 1 7 3 1 4 4 8 6 8 9 9 6 8 6 4 9 8 3 4]  mean = 5.5
data15: [2 7 5 1 2 1 7 3 9 6 6 5 7 1 5 5 5 5 6 9]  mean = 4.85
data16: [2 9 8 3 2 8 3 8 5 9 3 8 5 5 2 7 6 2 1 6]  mean = 5.1
data17: [4 1 9 6 8 9 4 3 6 1 6 9 7 9 1 9 4 9 2 8]  mean = 5.75
data18: [2 9 4 9 9 7 7 2 3 7 6 8 2 7 3 5 6 9 5 4]  mean = 5.7
data19: [7 5 6 1 9 2 3 7 5 1 7 6 7 4 6 6 4 9 8 3]  mean = 5.3
data20: [4 1 4 6 8 9 9 1 5 7 1 8 8 4 2 1 9 6 7 8]  mean = 5.4
data21: [9 7 1 5 4 5 1 9 8 1 2 4 9 8 2 4 5 4 1 6]  mean = 4.75
data22: [2 6 1 4 2 3 8 9 5 3 1 8 5 7 8 9 3 9 8 2]  mean = 5.15
data23: [1 7 6 5 2 6 7 2 4 3 4 3 4 5 5 8 9 4 6 3]  mean = 4.7
data24: [3 9 6 8 7 3 8 2 8 9 6 8 3 2 1 3 5 8 5 6]  mean = 5.5
data25: [1 2 5 6 7 8 3 8 4 8 5 3 8 8 8 5 9 8 4 7]  mean = 5.85
data26: [3 7 7 4 6 7 3 3 9 7 7 4 3 5 6 2 4 2 6 3]  mean = 4.9
data27: [4 7 9 1 8 3 1 4 6 6 2 7 9 8 3 4 5 7 9 8]  mean = 5.55
data28: [3 6 7 4 9 8 5 6 3 2 3 5 3 2 8 7 5 6 6 9]  mean = 5.35
data29: [9 2 1 8 7 7 7 9 2 7 8 2 8 6 1 7 6 2 5 9]  mean = 5.65
data30: [9 4 5 9 5 2 8 8 5 8 4 7 4 7 7 2 3 6 6 8]  mean = 5.85
data31: [4 6 6 1 9 2 8 7 3 5 4 6 5 5 4 2 9 3 1 7]  mean = 4.85
data32: [5 4 7 2 2 7 3 9 5 6 1 8 6 5 4 7 8 8 5 6]  mean = 5.4
data33: [7 8 8 3 2 7 3 3 4 2 3 8 4 6 2 1 2 2 1 8]  mean = 4.2
data34: [7 3 8 8 7 3 5 2 3 3 4 7 7 5 5 5 5 6 9 8]  mean = 5.5
data35: [9 7 8 6 3 1 3 2 8 8 6 6 6 6 8 4 3 1 3 1]  mean = 4.95
data36: [9 9 8 8 7 1 6 8 5 9 7 4 1 6 8 2 1 2 1 4]  mean = 5.3
data37: [5 1 1 3 9 9 1 7 2 1 8 2 6 6 9 7 8 3 3 5]  mean = 4.8
data38: [1 9 6 9 5 1 5 2 8 6 8 9 1 6 3 3 5 4 3 1]  mean = 4.75
data39: [1 4 1 8 2 9 3 9 3 5 1 9 6 6 6 9 2 7 4 9]  mean = 5.2
data40: [3 2 4 1 6 5 5 3 1 1 6 2 8 4 6 9 7 3 2 9]  mean = 4.35
data41: [7 3 8 8 3 6 4 9 5 7 4 9 6 3 9 2 8 3 9 5]  mean = 5.9
data42: [6 1 5 7 9 2 2 5 6 5 8 3 9 6 3 9 6 3 6 2]  mean = 5.15
data43: [2 7 2 1 3 9 9 4 7 3 2 5 1 7 5 9 1 6 2 2]  mean = 4.35
data44: [1 5 6 6 9 8 2 6 3 4 5 6 6 5 9 2 9 1 3 1]  mean = 4.85
data45: [1 4 2 3 8 8 3 2 5 3 2 9 7 5 2 2 8 8 6 5]  mean = 4.65
data46: [1 4 2 2 8 3 9 2 1 5 5 7 6 9 3 4 9 3 2 5]  mean = 4.5
data47: [7 7 2 7 3 5 2 6 6 1 6 1 1 2 3 2 8 5 1 3]  mean = 3.9
data48: [9 2 9 7 1 3 3 3 7 8 7 7 3 8 7 8 4 4 5 7]  mean = 5.6
data49: [4 6 3 3 3 6 4 1 1 4 5 6 7 8 6 9 3 6 5 7]  mean = 4.85
data50: [9 3 9 7 2 6 3 1 2 6 5 2 8 6 4 7 1 9 6 3]  mean = 4.95
data51: [9 1 4 1 5 7 1 9 1 3 7 1 2 5 3 1 9 7 3 9]  mean = 4.4
data52: [4 7 5 1 6 7 4 3 3 9 3 2 5 5 1 4 9 2 2 2]  mean = 4.2
data53: [7 1 4 4 2 7 6 7 2 2 2 9 5 5 9 1 2 2 7 5]  mean = 4.45
data54: [6 4 4 8 9 1 3 8 3 6 3 5 8 8 8 2 5 1 4 2]  mean = 4.9
data55: [1 8 1 1 5 8 2 6 5 9 9 6 9 3 5 8 5 2 7 4]  mean = 5.2
data56: [1 6 6 2 9 9 3 3 9 5 5 1 3 9 6 8 1 9 5 9]  mean = 5.45
data57: [7 3 7 8 5 9 8 2 5 5 9 9 3 3 8 6 7 2 3 5]  mean = 5.7
data58: [5 4 5 6 5 8 3 5 5 8 8 3 5 5 1 7 5 1 3 4]  mean = 4.8
data59: [4 6 6 6 8 1 1 5 4 4 4 5 9 2 5 4 3 5 5 1]  mean = 4.4
data60: [9 5 5 8 2 2 8 8 3 6 9 3 5 5 7 3 3 9 7 5]  mean = 5.6
data61: [7 5 4 3 8 3 1 8 6 6 9 2 3 9 5 8 1 9 3 2]  mean = 5.1
data62: [4 8 6 6 3 7 3 9 3 2 4 9 5 4 4 5 3 3 3 8]  mean = 4.95
data63: [3 5 2 9 7 1 2 1 7 4 4 5 9 1 7 9 5 1 6 7]  mean = 4.75
data64: [6 2 7 6 6 1 2 9 3 1 8 8 7 2 7 5 7 4 2 1]  mean = 4.7
data65: [7 4 4 1 8 6 5 5 1 9 6 7 5 9 2 1 9 4 4 3]  mean = 5.0
data66: [9 1 4 6 2 4 8 9 8 8 4 7 3 1 7 4 4 7 4 4]  mean = 5.2
data67: [3 8 9 1 3 8 7 9 2 3 1 9 8 2 9 9 9 8 9 7]  mean = 6.2
data68: [3 5 6 6 4 4 4 1 4 2 2 2 1 5 8 9 2 7 4 3]  mean = 4.1
data69: [6 8 5 9 9 1 8 1 4 1 1 6 8 8 9 7 4 6 8 8]  mean = 5.85
data70: [2 4 5 1 3 8 9 5 5 9 3 3 3 8 5 6 3 4 2 3]  mean = 4.55
data71: [1 1 4 1 3 4 1 1 8 6 8 6 6 8 6 6 5 6 5 8]  mean = 4.7
data72: [1 5 3 7 2 2 2 5 6 6 1 3 1 5 8 1 2 6 7 1]  mean = 3.7
data73: [7 4 4 3 5 5 6 5 9 4 5 2 2 6 9 7 7 6 8 2]  mean = 5.3
data74: [1 2 8 4 2 3 5 7 5 9 5 8 4 3 6 8 3 6 7 5]  mean = 5.05
data75: [4 1 6 3 2 2 7 8 4 9 4 3 7 1 9 6 1 2 8 1]  mean = 4.4
data76: [4 4 3 2 8 3 8 5 1 6 8 7 6 5 3 4 2 4 4 7]  mean = 4.7
data77: [2 5 6 8 9 3 6 3 6 2 1 7 8 4 9 2 5 1 8 9]  mean = 5.2
data78: [5 5 7 3 2 2 9 6 9 8 2 6 7 5 7 3 8 4 2 3]  mean = 5.15
data79: [8 3 4 4 6 5 8 1 9 3 6 7 6 3 1 7 4 6 3 3]  mean = 4.85
data80: [2 6 8 4 1 2 2 2 2 3 8 8 1 5 8 6 4 2 7 8]  mean = 4.45
data81: [5 4 7 4 2 5 3 2 7 6 7 9 7 3 8 2 4 6 9 8]  mean = 5.4
data82: [1 4 9 5 5 2 9 1 6 1 8 7 4 8 9 4 4 2 3 5]  mean = 4.85
data83: [4 8 1 8 6 7 4 8 6 8 2 5 3 8 1 1 2 2 8 5]  mean = 4.85
data84: [1 9 7 4 8 1 8 5 3 1 2 3 9 2 7 3 6 9 9 7]  mean = 5.2
